feature,mean_abs_shap
R_emaildomain_hotmail.fr,0.0
R_emaildomain_optonline.net,0.0
R_emaildomain_netzero.net,0.0
R_emaildomain_twc.com,0.0
V199,0.0
R_emaildomain_outlook.es,0.0
R_emaildomain_yahoo.fr,0.0
R_emaildomain_ymail.com,0.0
M1_F,0.0
M1_T,0.0
V14,0.0
M2_T,0.0
V192,0.0
M3_T,0.0
V9,0.0
V191,0.0
M5_T,0.0
V181,0.0
M6_T,0.0
V1,0.0
M7_T,0.0
V185,0.0
M8_T,0.0
R_emaildomain_yahoo.es,0.0
R_emaildomain_yahoo.de,0.0
R_emaildomain_yahoo.com.mx,0.0
R_emaildomain_scranton.edu,0.0
R_emaildomain_prodigy.net.mx,0.0
R_emaildomain_ptd.net,0.0
R_emaildomain_q.com,0.0
R_emaildomain_roadrunner.com,0.0
R_emaildomain_rocketmail.com,0.0
R_emaildomain_sbcglobal.net,0.0
R_emaildomain_sc.rr.com,0.0
R_emaildomain_servicios-ta.com,0.0
V193,0.0
R_emaildomain_suddenlink.net,0.0
V21,0.0
R_emaildomain_verizon.net,0.0
R_emaildomain_web.de,0.0
R_emaildomain_windstream.net,0.0
R_emaildomain_yahoo.co.jp,0.0
R_emaildomain_yahoo.co.uk,0.0
R_emaildomain_aol.com,0.0
P_emaildomain_q.com,0.0
R_emaildomain_aim.com,0.0
card6_charge card,0.0
V138,0.0
V88,0.0
Is_Weekend,0.0
V80,0.0
